aX,aY,aZ,gX,gY,gZ
0.613,0.328,0.598,62.195,-146.851,-157.471
0.486,0.277,0.351,73.853,-135.986,-162.476
0.358,0.270,0.086,83.923,-120.850,-170.227
0.267,0.248,-0.092,90.393,-110.657,-180.237
0.248,0.314,-0.144,90.942,-115.112,-186.829
0.261,0.411,-0.016,84.961,-131.592,-188.232
0.288,0.486,0.192,73.608,-145.630,-183.838
0.317,0.533,0.342,53.467,-160.522,-173.218
0.291,0.604,0.386,20.081,-177.917,-160.400
0.160,0.773,0.222,-14.526,-194.458,-142.273
-0.129,0.942,-0.166,-40.833,-200.928,-117.615
-0.436,1.073,-0.598,-60.486,-181.763,-93.201
-0.794,1.180,-0.963,-71.472,-140.320,-70.679
-1.097,1.270,-1.196,-66.284,-82.214,-53.711
-1.296,1.282,-1.313,-40.588,-5.493,-44.006
-1.251,1.157,-1.114,0.122,58.533,-43.274
-1.107,0.972,-0.662,37.659,71.838,-44.983
-1.133,0.867,-0.394,53.528,52.734,-43.274
-1.269,0.748,-0.380,55.420,60.486,-46.753
-1.292,0.697,-0.431,52.368,90.820,-55.847
-1.362,0.833,-0.406,47.302,104.126,-56.335
-1.546,0.899,-0.532,34.058,116.394,-44.312
-1.619,0.784,-0.556,23.193,120.117,-35.583
-1.435,0.758,-0.230,24.353,81.909,-30.823
-1.150,0.843,0.084,11.597,29.724,-15.503
-0.910,0.933,0.309,-23.254,-4.456,12.207
-0.826,1.024,0.378,-63.110,-21.484,43.396
-0.817,1.043,0.341,-86.731,-27.283,69.336
-0.807,0.978,0.299,-86.365,-25.452,87.830
-0.780,0.838,0.305,-72.510,-19.165,101.257
-0.728,0.684,0.384,-59.509,-10.498,112.061
-0.650,0.560,0.496,-53.406,-2.930,119.263
-0.564,0.469,0.602,-51.208,1.831,122.864
-0.496,0.397,0.695,-49.377,5.005,123.596
-0.419,0.356,0.764,-45.349,8.728,122.803
-0.369,0.320,0.805,-40.161,12.756,122.131
-0.338,0.277,0.808,-36.377,18.005,122.620
-0.314,0.235,0.812,-35.828,22.400,124.878
-0.305,0.186,0.800,-36.377,27.039,128.235
-0.309,0.144,0.782,-37.109,30.457,130.798
-0.291,0.110,0.785,-35.950,34.180,130.859
-0.280,0.083,0.811,-31.860,38.818,129.028
-0.258,0.054,0.821,-25.513,43.640,125.916
-0.224,0.025,0.831,-17.334,48.950,121.704
-0.183,0.009,0.864,-8.423,53.711,116.211
-0.136,-0.005,0.910,1.099,56.274,110.413
-0.088,-0.013,0.948,8.728,55.542,106.628
-0.061,-0.012,0.959,10.925,53.894,105.103
-0.026,0.007,0.947,9.216,51.941,104.065
-0.001,0.007,0.964,7.874,48.645,103.088
0.018,0.013,0.964,7.751,44.983,103.027
0.077,-0.002,0.979,9.094,40.466,101.685
0.102,-0.017,0.999,11.475,33.813,100.586
0.135,-0.056,0.997,10.742,26.794,100.586
0.136,-0.109,0.962,3.052,18.860,102.173
0.107,-0.155,0.891,-9.705,9.399,104.553
0.069,-0.151,0.820,-24.292,1.282,105.347
0.036,-0.120,0.756,-37.048,-3.662,103.577
0.015,-0.064,0.716,-43.884,-4.578,98.938
0.013,-0.016,0.740,-42.114,-3.296,91.675
0.035,0.007,0.777,-34.485,-0.427,84.229
0.089,0.016,0.841,-29.053,4.395,78.552
0.112,0.027,0.881,-29.724,3.235,76.294
0.119,0.054,0.883,-36.316,4.028,76.538
0.124,0.087,0.863,-44.556,6.226,76.538
0.131,0.116,0.844,-50.171,9.033,74.524
0.124,0.134,0.796,-52.551,11.780,70.801
0.100,0.202,0.742,-49.744,15.625,63.477
0.099,0.272,0.747,-36.804,24.292,52.185
0.146,0.274,0.829,-15.930,33.875,40.161
0.191,0.257,0.956,5.310,40.344,29.541
0.255,0.219,1.125,22.644,46.387,22.461
0.342,0.139,1.229,30.090,49.622,19.775
0.361,0.079,1.264,22.583,41.016,22.766
0.339,0.057,1.230,5.066,30.884,28.381
0.313,0.052,1.180,-13.977,25.085,32.593
0.274,0.050,1.131,-27.710,18.433,33.142
0.250,0.067,1.116,-31.372,12.329,30.029
0.236,0.094,1.130,-24.719,9.583,23.804
0.243,0.104,1.192,-11.963,11.169,15.869
0.253,0.115,1.276,0.488,18.005,8.789
0.279,0.116,1.381,11.536,26.733,2.930
0.312,0.093,1.464,18.127,32.898,-0.427
0.326,0.088,1.498,17.090,35.645,-1.587
0.330,0.090,1.503,11.536,35.706,-1.343
0.318,0.102,1.495,4.272,33.936,-0.183
0.302,0.114,1.476,-1.953,31.555,0.610
0.285,0.108,1.467,-4.639,26.733,1.160
0.269,0.096,1.436,-5.920,20.752,0.793
0.237,0.093,1.387,-7.812,14.771,0.244
0.643,-0.013,2.034,-2.075,39.063,-41.931
0.623,0.028,1.999,17.700,30.396,-41.809
0.603,0.015,2.194,29.968,23.804,-41.687
0.570,0.007,2.234,38.391,27.954,-44.067
0.626,-0.028,2.151,32.593,29.297,-38.757
0.672,-0.140,1.898,14.160,25.330,-25.269
0.649,-0.276,1.642,-13.489,20.386,-12.939
0.641,-0.397,1.544,-40.771,18.188,-7.935
0.711,-0.436,1.571,-64.697,13.306,-7.324
0.721,-0.463,1.630,-79.834,6.897,-11.658
0.768,-0.476,1.669,-84.290,-2.136,-18.494
0.828,-0.405,1.790,-85.266,-4.089,-28.564
0.903,-0.287,2.012,-77.820,-0.793,-42.664
0.946,-0.163,2.309,-57.312,1.892,-59.204
0.938,-0.127,2.540,-25.574,4.700,-73.975
0.995,-0.122,2.610,3.601,0.488,-80.872
1.085,-0.140,2.620,16.052,-11.719,-84.229
1.078,-0.102,2.637,9.888,-30.579,-88.867
1.041,-0.055,2.594,-2.808,-48.889,-94.116
1.003,0.001,2.462,-13.977,-62.134,-100.281
0.963,0.090,2.288,-22.400,-73.608,-108.215
0.934,0.212,2.110,-27.283,-90.759,-115.845
0.903,0.316,1.884,-27.649,-112.671,-121.033
0.843,0.380,1.602,-21.912,-130.127,-122.559
0.747,0.394,1.313,-13.000,-143.188,-124.756
0.707,0.390,1.000,-4.456,-147.949,-126.221
0.678,0.419,0.715,2.686,-146.729,-126.587
0.593,0.458,0.501,9.338,-142.334,-128.723
0.529,0.474,0.368,18.799,-129.883,-134.766
0.417,0.508,0.230,35.034,-123.657,-144.348
0.273,0.557,0.013,56.702,-104.919,-158.875
0.175,0.591,-0.110,81.970,-81.299,-174.377
0.133,0.529,-0.176,103.210,-65.735,-187.744
0.137,0.475,-0.195,115.540,-66.528,-194.702
0.092,0.426,-0.136,116.333,-80.688,-195.984
0.040,0.433,-0.161,105.591,-90.576,-190.247
0.032,0.539,-0.198,86.914,-94.849,-180.420
0.007,0.677,-0.131,68.481,-98.572,-172.974
-0.017,0.787,0.103,51.697,-105.408,-158.875
-0.055,1.016,0.141,21.667,-117.004,-139.282
-0.313,1.263,-0.028,-9.155,-123.779,-115.173
-0.679,1.413,-0.337,-26.428,-123.413,-88.257
-1.118,1.573,-0.685,-32.227,-96.436,-64.453
-1.457,1.699,-0.945,-27.710,-53.040,-47.546
-1.506,1.638,-0.884,-13.306,-17.456,-39.673
-1.500,1.553,-0.546,1.892,-18.433,-32.715
-1.503,1.474,-0.286,10.376,-27.405,-22.034
-1.509,1.344,-0.198,15.991,-10.437,-13.489
-1.390,1.191,-0.149,23.865,13.916,-9.705
-1.265,1.100,-0.064,31.677,23.499,-0.854
-1.159,0.979,-0.017,34.058,22.888,17.334
-1.063,0.742,0.059,32.288,24.048,34.424
-0.958,0.523,0.154,28.625,20.264,44.556
-0.830,0.410,0.253,23.621,12.024,50.537
-0.703,0.352,0.355,18.005,5.920,55.054
-0.601,0.331,0.463,11.414,1.831,60.120
-0.510,0.320,0.566,5.920,-0.793,63.660
-0.427,0.329,0.682,4.272,-1.770,65.369
-0.339,0.347,0.811,4.822,-3.235,68.054
-0.270,0.363,0.908,3.113,-5.432,74.768
-0.243,0.382,0.956,-2.014,-8.850,85.266
-0.238,0.364,0.972,-6.653,-10.620,96.619
-0.241,0.300,0.988,-9.644,-12.329,106.323
-0.253,0.215,0.983,-11.475,-13.428,113.647
-0.271,0.158,0.962,-12.695,-12.695,117.493
-0.250,0.115,0.953,-11.658,-9.216,118.042
-0.240,0.101,0.956,-7.629,-4.272,116.333
-0.224,0.084,0.970,-1.648,3.967,112.976
-0.187,0.067,1.005,6.958,13.489,108.704
-0.125,0.058,1.050,16.174,19.836,104.065
-0.078,0.061,1.097,24.170,21.057,101.746
-0.043,0.040,1.124,29.236,20.447,101.624
-0.028,0.004,1.104,30.518,18.921,102.783
-0.021,-0.021,1.062,28.809,15.869,104.492
-0.030,-0.067,1.011,25.452,12.329,105.835
-0.049,-0.107,0.925,20.752,10.742,105.652
-0.066,-0.109,0.843,15.564,9.277,103.943
-0.084,-0.098,0.762,12.085,6.958,100.891
-0.108,-0.063,0.648,9.399,7.507,97.656
-0.127,-0.030,0.563,9.766,10.803,94.299
-0.129,-0.018,0.524,14.465,14.954,90.332
-0.101,-0.021,0.518,20.935,19.409,86.365
-0.056,-0.031,0.547,25.635,21.912,83.191
-0.003,-0.053,0.583,25.818,21.240,82.214
0.037,-0.085,0.596,19.836,17.456,84.167
0.053,-0.140,0.585,8.911,11.230,87.219
0.051,-0.177,0.554,-5.005,6.287,89.111
0.043,-0.195,0.520,-19.287,4.822,87.219
0.024,-0.164,0.478,-29.297,7.019,81.421
0.040,-0.101,0.471,-30.090,12.817,71.899
0.089,-0.044,0.528,-20.081,19.775,60.242
0.155,-0.005,0.633,-5.249,25.513,49.622
0.226,0.003,0.761,10.864,27.344,42.297
0.281,-0.027,0.876,22.827,23.560,39.856
0.338,-0.103,0.920,25.391,15.808,42.664
0.341,-0.160,0.910,15.686,2.136,48.889
0.308,-0.173,0.876,-2.136,-13.367,57.007
0.238,-0.210,0.832,-21.729,-24.292,65.247
0.208,-0.260,0.737,-38.025,-24.719,69.580
0.198,-0.292,0.668,-46.204,-20.447,68.054
0.138,-0.287,0.687,-45.166,-25.452,61.035
0.173,-0.332,0.776,-32.166,-22.034,47.546
0.160,-0.382,0.917,-13.550,-22.400,28.809
0.177,-0.405,1.058,3.052,-19.897,8.911
0.204,-0.441,1.146,16.174,-10.620,-9.460
0.222,-0.413,1.154,20.630,-4.028,-24.719
0.231,-0.315,1.113,17.761,0.000,-35.095
0.230,-0.200,1.107,11.902,1.892,-39.978
0.235,-0.108,1.129,6.042,2.319,-39.612
0.236,-0.039,1.184,2.686,1.343,-35.828
0.229,0.023,1.287,2.319,-1.282,-29.785
0.236,0.039,1.391,2.563,-1.648,-22.766
0.232,0.022,1.463,-0.793,-0.854,-15.503
0.209,-0.001,1.499,-9.216,-1.953,-8.362
0.168,-0.014,1.502,-21.973,-5.737,-2.625
0.145,-0.041,1.477,-36.255,-11.963,1.831
0.093,-0.029,1.375,-52.368,-20.691,4.761
0.038,-0.003,1.235,-65.369,-28.320,6.104
-0.027,0.020,1.095,-68.237,-30.823,6.165
